<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
9/11/2018,113830,114050,113790,113850
9/11/2018,113840,114000,113830,113940
9/11/2018,113940,114020,113920,113950
9/11/2018,113940,114000,113920,113940
9/11/2018,113940,113990,113920,113970
9/11/2018,113970,114070,113840,113980
9/11/2018,113960,114000,113890,113980
9/11/2018,113970,114000,113930,113970
9/11/2018,113950,113990,113920,113950
9/11/2018,113940,113980,113920,113980
9/11/2018,113970,113980,113930,113930
9/11/2018,113930,113940,113810,113910
9/11/2018,113920,113960,113860,113950
9/11/2018,113950,113990,113920,113970
9/11/2018,113970,114000,113910,114000
9/11/2018,114000,114030,113930,113970
9/11/2018,113960,113960,113910,113920
9/11/2018,113930,113930,113820,113910
9/11/2018,113910,113950,113890,113930
9/11/2018,113940,114010,113940,113980
9/11/2018,113970,114040,113940,114030
9/11/2018,114030,114040,113980,114000
9/11/2018,114000,114000,113950,113990
9/11/2018,113980,113990,113950,113980
9/11/2018,113980,114000,113960,113980
9/11/2018,113980,113990,113920,113960
9/11/2018,113960,114090,113950,114060
9/11/2018,114060,114070,114000,114040
9/11/2018,114050,114050,113940,113950
9/11/2018,113950,114020,113950,114020
9/11/2018,114020,114020,113960,114000
9/11/2018,114000,114060,114000,114000
9/11/2018,113990,114040,113990,114040
9/11/2018,114030,114050,113950,113960
9/11/2018,113960,113990,113900,113910
9/11/2018,113900,113910,113840,113910
9/11/2018,113910,113930,113880,113910
9/11/2018,113920,113950,113900,113950
9/11/2018,113950,113950,113910,113940
9/11/2018,113930,113960,113870,113910
9/11/2018,113900,113930,113860,113930
9/11/2018,113930,113930,113700,113820
9/11/2018,113810,113820,113730,113750
9/11/2018,113750,113750,113620,113640
9/11/2018,113650,113680,113620,113650
9/11/2018,113640,113660,113600,113640
9/11/2018,113640,113690,113630,113660
9/11/2018,113660,113680,113570,113600
9/11/2018,113600,113650,113580,113640
9/11/2018,113630,113700,113620,113700
9/11/2018,113700,113700,113640,113670
9/11/2018,113670,113690,113660,113660
9/11/2018,113650,113690,113600,113660
9/11/2018,113660,113710,113650,113700
9/11/2018,113690,113840,113690,113800
9/11/2018,113790,113830,113760,113810
9/11/2018,113810,113810,113760,113770
9/11/2018,113760,113800,113750,113780
9/11/2018,113780,113800,113740,113740
9/11/2018,113740,113770,113720,113730
9/11/2018,113740,113770,113660,113720
9/11/2018,113730,113810,113690,113740
9/11/2018,113740,113770,113720,113730
9/11/2018,113730,113750,113710,113730
9/11/2018,113730,113740,113630,113660
9/11/2018,113660,113670,113470,113510
9/11/2018,113510,113520,113410,113490
9/11/2018,113490,113570,113470,113540
9/11/2018,113550,113590,113510,113540
9/11/2018,113540,113540,113400,113430
9/11/2018,113420,113530,113400,113470
9/11/2018,113470,113520,113450,113510
9/11/2018,113520,113520,113470,113490
9/11/2018,113480,113510,113460,113510
9/11/2018,113510,113510,113430,113440
9/11/2018,113450,113510,113380,113380
9/11/2018,113380,113410,113350,113370
9/11/2018,113370,113380,113260,113320
9/11/2018,113320,113360,113300,113340
9/11/2018,113330,113400,113320,113350
9/11/2018,113350,113400,113320,113400
9/11/2018,113390,113410,113370,113390
9/11/2018,113390,113400,113250,113290
9/11/2018,113290,113350,113270,113300
9/11/2018,113290,113310,113260,113280
9/11/2018,113270,113280,113190,113250
9/11/2018,113260,113280,113220,113230
9/11/2018,113220,113240,113190,113230
9/11/2018,113220,113280,113220,113250
9/11/2018,113240,113310,113240,113260
9/11/2018,113260,113300,113240,113250
9/11/2018,113260,113360,113260,113330
9/11/2018,113330,113380,113320,113380
9/11/2018,113370,113380,113300,113320
9/11/2018,113320,113330,113220,113230
9/11/2018,113230,113350,113230,113290
9/11/2018,113290,113300,113230,113260
9/11/2018,113260,113260,113110,113130
9/11/2018,113120,113170,113110,113130
9/11/2018,113120,113170,113110,113140
9/11/2018,113140,113210,113140,113190
9/11/2018,113200,113240,113100,113110
9/11/2018,113110,113210,113100,113140
9/11/2018,113140,113160,113050,113100
9/11/2018,113100,113100,113000,113020
9/11/2018,113010,113120,112980,113080
9/11/2018,113080,113080,113030,113060
9/11/2018,113060,113070,113010,113070
9/11/2018,113060,113120,113040,113120
9/11/2018,113120,113210,113110,113170
9/11/2018,113180,113190,113080,113110
9/11/2018,113110,113170,113090,113150
9/11/2018,113140,113170,113140,113160
9/11/2018,113170,113170,113120,113120
9/11/2018,113120,113180,113120,113140
9/11/2018,113130,113210,113120,113210
9/11/2018,113210,113240,113160,113180
9/11/2018,113180,113210,113130,113140
9/11/2018,113150,113160,113070,113090
9/11/2018,113100,113100,113040,113040
9/11/2018,113040,113110,113030,113110
9/11/2018,113120,113200,113110,113110
9/11/2018,113110,113200,113080,113200
9/11/2018,113200,113280,113180,113270
9/11/2018,113250,113340,113250,113320
9/11/2018,113330,113340,113250,113260
9/11/2018,113260,113280,113210,113260
9/11/2018,113250,113260,113210,113230
9/11/2018,113230,113250,113210,113250
9/11/2018,113260,113290,113190,113190
9/11/2018,113200,113200,113110,113190
9/11/2018,113190,113260,113170,113230
9/11/2018,113220,113260,113200,113260
9/11/2018,113260,113300,113210,113220
9/11/2018,113220,113230,113160,113220
9/11/2018,113200,113250,113200,113230
9/11/2018,113220,113270,113180,113260
9/11/2018,113260,113260,113210,113240
9/11/2018,113210,113240,113200,113220
9/11/2018,113230,113300,113220,113260
9/11/2018,113280,113300,113230,113250
9/11/2018,113250,113340,113230,113290
9/11/2018,113290,113320,113260,113280
9/11/2018,113290,113290,113170,113170
9/11/2018,113190,113230,113180,113210
9/11/2018,113220,113230,113180,113180
9/11/2018,113180,113250,113160,113220
9/11/2018,113230,113250,113200,113240
9/11/2018,113250,113260,113230,113250
9/11/2018,113240,113250,113150,113180
9/11/2018,113180,113190,113110,113150
9/11/2018,113130,113180,113070,113100
9/11/2018,113110,113110,112990,113050
9/11/2018,113060,113150,113050,113130
9/11/2018,113120,113200,113110,113170
9/11/2018,113160,113200,113140,113150
9/11/2018,113160,113220,113160,113190
9/11/2018,113190,113200,113120,113130
9/11/2018,113140,113150,113110,113110
9/11/2018,113110,113140,113090,113130
9/11/2018,113120,113140,113040,113040
9/11/2018,113040,113050,112950,112980
9/11/2018,112980,113070,112980,113030
9/11/2018,113030,113060,113030,113050
9/11/2018,113050,113060,112950,112950
9/11/2018,112950,113000,112890,112900
9/11/2018,112890,112910,112840,112870
9/11/2018,112850,112880,112810,112850
9/11/2018,112870,112870,112780,112800
9/11/2018,112800,112830,112770,112810
9/11/2018,112800,112850,112780,112840
9/11/2018,112840,112850,112800,112810
9/11/2018,112810,112840,112780,112840
9/11/2018,112840,112890,112800,112840
9/11/2018,112840,112850,112820,112840
9/11/2018,112830,112930,112820,112930
9/11/2018,112930,112940,112880,112880
9/11/2018,112890,112910,112850,112850
9/11/2018,112860,112880,112810,112850
9/11/2018,112860,112920,112850,112900
9/11/2018,112900,112940,112870,112880
9/11/2018,112880,112890,112850,112850
9/11/2018,112850,112870,112780,112780
9/11/2018,112790,112870,112780,112830
9/11/2018,112820,112830,112740,112750
9/11/2018,112740,112840,112730,112810
9/11/2018,112800,112840,112780,112790
9/11/2018,112790,112850,112770,112840
9/11/2018,112830,112860,112830,112840
9/11/2018,112850,112850,112790,112810
9/11/2018,112810,112820,112720,112770
9/11/2018,112760,112840,112760,112840
9/11/2018,112840,112850,112810,112830
9/11/2018,112840,112860,112820,112840
9/11/2018,112830,112870,112810,112810
9/11/2018,112810,112830,112760,112760
9/11/2018,112780,112780,112740,112750
9/11/2018,112770,112770,112670,112680
9/11/2018,112680,112690,112600,112690
9/11/2018,112680,112690,112610,112610
9/11/2018,112610,112700,112590,112670
9/11/2018,112660,112690,112630,112690
9/11/2018,112690,112700,112650,112690
9/11/2018,112680,112690,112610,112610
9/11/2018,112610,112630,112560,112590
9/11/2018,112570,112620,112560,112580
9/11/2018,112580,112610,112540,112550
9/11/2018,112550,112580,112510,112550
9/11/2018,112540,112570,112440,112510
9/11/2018,112520,112540,112460,112520
9/11/2018,112520,112570,112460,112470
9/11/2018,112470,112500,112430,112480
9/11/2018,112460,112510,112460,112490
9/11/2018,112490,112520,112480,112510
9/11/2018,112510,112570,112500,112540
9/11/2018,112530,112570,112500,112540
9/11/2018,112540,112620,112500,112510
9/11/2018,112510,112520,112400,112420
9/11/2018,112420,112430,112260,112280
9/11/2018,112270,112280,112200,112230
9/11/2018,112230,112230,112180,112210
9/11/2018,112220,112230,112160,112180
9/11/2018,112160,112170,112110,112160
9/11/2018,112160,112160,112060,112080
9/11/2018,112090,112180,112060,112140
9/11/2018,112150,112160,112070,112120
9/11/2018,112110,112150,112070,112120
9/11/2018,112100,112110,112070,112080
9/11/2018,112090,112140,112070,112100
9/11/2018,112110,112180,112090,112180
9/11/2018,112180,112200,112150,112170
9/11/2018,112190,112190,112130,112170
9/11/2018,112160,112190,112160,112190
9/11/2018,112180,112220,112170,112220
9/11/2018,112210,112230,112190,112220
9/11/2018,112210,112220,112160,112180
9/11/2018,112180,112240,112180,112210
9/11/2018,112200,112240,112170,112240
9/11/2018,112240,112240,112190,112200
9/11/2018,112200,112200,112120,112120
9/11/2018,112130,112220,112120,112160
9/11/2018,112140,112210,112120,112190
9/11/2018,112190,112190,112090,112090
9/11/2018,112100,112100,112000,112020
9/11/2018,112010,112020,111880,111910
9/11/2018,111900,111910,111820,111830
9/11/2018,111820,111870,111800,111800
9/11/2018,111810,111830,111710,111710
9/11/2018,111710,111750,111680,111710
9/11/2018,111700,111710,111640,111660
9/11/2018,111650,111750,111600,111720
9/11/2018,111720,111780,111710,111760
9/11/2018,111760,111770,111680,111700
9/11/2018,111700,111740,111660,111690
9/11/2018,111700,111780,111630,111780
9/11/2018,111770,111830,111730,111800
9/11/2018,111810,112030,111770,111980
9/11/2018,111990,111990,111880,111920
9/11/2018,111920,112130,111920,112100
9/11/2018,112100,112190,112080,112140
9/11/2018,112150,112160,112030,112040
9/11/2018,112040,112050,112000,112010
9/11/2018,112000,112010,111920,111990
9/11/2018,111980,112000,111930,111960
9/11/2018,111960,111990,111920,111970
9/11/2018,111980,112090,111970,112030
9/11/2018,112040,112070,112010,112010
9/11/2018,112010,112030,111910,111930
9/11/2018,111920,112000,111920,112000
9/11/2018,112000,112010,111920,111930
9/11/2018,111920,111930,111750,111780
9/11/2018,111780,111810,111730,111750
9/11/2018,111740,111760,111580,111590
9/11/2018,111600,111630,111380,111440
9/11/2018,111440,111660,111410,111660
9/11/2018,111660,111660,111500,111520
9/11/2018,111520,111580,111460,111470
9/11/2018,111470,111570,111450,111510
9/11/2018,111510,111520,111420,111480
9/11/2018,111480,111510,111340,111360
9/11/2018,111350,111400,111240,111240
9/11/2018,111250,111260,111160,111190
9/11/2018,111180,111270,111100,111240
9/11/2018,111220,111250,111170,111180
9/11/2018,111170,111250,111120,111230
9/11/2018,111240,111420,111220,111410
9/11/2018,111400,111420,111350,111370
9/11/2018,111370,111370,111230,111250
9/11/2018,111250,111350,111230,111340
9/11/2018,111330,111370,111270,111370
9/11/2018,111370,111380,111310,111380
9/11/2018,111380,111380,111300,111300
9/11/2018,111300,111330,111290,111310
9/11/2018,111310,111370,111250,111370
9/11/2018,111350,111380,111290,111360
9/11/2018,111350,111390,111310,111380
9/11/2018,111370,111510,111370,111480
9/11/2018,111480,111530,111440,111480
9/11/2018,111500,111560,111490,111560
9/11/2018,111560,111570,111460,111490
9/11/2018,111480,111490,111440,111460
9/11/2018,111460,111470,111400,111430
9/11/2018,111430,111510,111390,111510
9/11/2018,111500,111510,111450,111470
9/11/2018,111480,111480,111430,111450
9/11/2018,111450,111460,111410,111460
9/11/2018,111450,111450,111380,111410
9/11/2018,111410,111420,111330,111370
9/11/2018,111370,111420,111350,111400
9/11/2018,111400,111410,111350,111360
9/11/2018,111360,111420,111330,111410
9/11/2018,111410,111440,111400,111400
9/11/2018,111410,111450,111390,111390
9/11/2018,111400,111450,111350,111430
9/11/2018,111440,111480,111420,111470
9/11/2018,111460,111510,111440,111450
9/11/2018,111440,111510,111430,111500
9/11/2018,111490,111500,111420,111430
9/11/2018,111430,111460,111400,111440
9/11/2018,111440,111450,111420,111440
9/11/2018,111440,111440,111380,111430
9/11/2018,111420,111420,111380,111410
9/11/2018,111410,111470,111410,111460
9/11/2018,111460,111460,111410,111440
9/11/2018,111460,111470,111410,111420
9/11/2018,111420,111440,111390,111390
9/11/2018,111390,111430,111380,111390
9/11/2018,111410,111440,111380,111400
9/11/2018,111410,111410,111310,111320
9/11/2018,111310,111370,111300,111330
9/11/2018,111320,111400,111310,111370
9/11/2018,111370,111400,111340,111350
9/11/2018,111330,111470,111300,111450
9/11/2018,111450,111490,111440,111480
9/11/2018,111480,111520,111460,111480
9/11/2018,111500,111540,111480,111520
9/11/2018,111500,111500,111430,111440
9/11/2018,111440,111460,111400,111460
9/11/2018,111450,111500,111440,111450
9/11/2018,111460,111470,111410,111460
9/11/2018,111450,111460,111420,111420
9/11/2018,111420,111440,111400,111410
9/11/2018,111420,111490,111400,111460
9/11/2018,111460,111490,111450,111480
9/11/2018,111490,111500,111440,111480
9/11/2018,111470,111520,111460,111490
9/11/2018,111500,111500,111430,111450
9/11/2018,111440,111510,111440,111500
9/11/2018,111500,111540,111500,111530
9/11/2018,111530,111550,111500,111500
9/11/2018,111510,111550,111500,111520
9/11/2018,111540,111540,111520,111540
9/11/2018,111550,111570,111540,111550
9/11/2018,111540,111550,111510,111520
9/11/2018,111520,111540,111500,111500
9/11/2018,111500,111530,111500,111520
9/11/2018,111520,111570,111490,111530
9/11/2018,111540,111630,111530,111630
9/11/2018,111630,111630,111540,111540
9/11/2018,111550,111650,111530,111630
9/11/2018,111610,111620,111520,111540
9/11/2018,111550,111560,111510,111520
9/11/2018,111510,111540,111470,111490
9/11/2018,111500,111520,111480,111490
9/11/2018,111490,111510,111440,111500
9/11/2018,111500,111510,111420,111440
9/11/2018,111440,111490,111420,111450
9/11/2018,111460,111520,111460,111490
9/11/2018,111500,111500,111460,111470
9/11/2018,111460,111470,111420,111420
9/11/2018,111420,111430,111350,111380
9/11/2018,111390,111430,111380,111430
9/11/2018,111430,111440,111390,111410
9/11/2018,111400,111490,111400,111480
9/11/2018,111480,111560,111470,111520
9/11/2018,111530,111550,111510,111520
9/11/2018,111520,111580,111510,111560
9/11/2018,111560,111580,111540,111570
9/11/2018,111570,111570,111540,111550
9/11/2018,111550,111570,111530,111530
9/11/2018,111540,111550,111490,111510
9/11/2018,111500,111520,111470,111520
9/11/2018,111530,111540,111510,111530
9/11/2018,111530,111530,111500,111520
9/11/2018,111520,111550,111510,111540
9/11/2018,111540,111550,111450,111480
9/11/2018,111480,111510,111460,111500
9/11/2018,111480,111480,111440,111470
9/11/2018,111460,111460,111410,111420
9/11/2018,111430,111450,111370,111400
9/11/2018,111400,111460,111390,111440
9/11/2018,111450,111500,111430,111490
9/11/2018,111490,111500,111450,111480
9/11/2018,111480,111500,111470,111480
9/11/2018,111490,111510,111480,111510
9/11/2018,111510,111530,111490,111530
9/11/2018,111520,111730,111520,111710
9/11/2018,111720,111730,111630,111630
9/11/2018,111640,111700,111630,111680
9/11/2018,111690,111800,111680,111740
9/11/2018,111750,111760,111700,111710
9/11/2018,111720,111750,111670,111670
9/11/2018,111690,111690,111570,111620
9/11/2018,111630,111680,111610,111670
9/11/2018,111670,111680,111620,111640
9/11/2018,111630,111630,111540,111580
9/11/2018,111580,111620,111520,111580
9/11/2018,111590,111610,111500,111510
9/11/2018,111510,111600,111500,111600
9/11/2018,111600,111640,111590,111640
9/11/2018,111630,111640,111560,111560
9/11/2018,111560,111560,111470,111480
9/11/2018,111480,111510,111430,111490
9/11/2018,111500,111570,111490,111510
9/11/2018,111510,111550,111490,111550
9/11/2018,111550,111560,111380,111420
9/11/2018,111430,111500,111390,111480
9/11/2018,111470,111510,111430,111490
9/11/2018,111490,111640,111480,111640
9/11/2018,111640,111780,111630,111750
9/11/2018,111760,111760,111680,111680
9/11/2018,111680,111730,111660,111690
9/11/2018,111690,111710,111630,111640
9/11/2018,111650,111710,111640,111700
9/11/2018,111700,111790,111670,111770
9/11/2018,111780,111840,111750,111770
9/11/2018,111770,111780,111680,111720
9/11/2018,111740,111740,111680,111700
9/11/2018,111710,111730,111680,111710
9/11/2018,111700,111710,111600,111620
9/11/2018,111620,111680,111610,111680
9/11/2018,111680,111700,111630,111630
9/11/2018,111620,111640,111540,111580
9/11/2018,111570,111610,111560,111580
9/11/2018,111590,111590,111530,111580
9/11/2018,111580,111580,111510,111540
9/11/2018,111550,111560,111510,111510
9/11/2018,111510,111560,111500,111550
9/11/2018,111550,111590,111520,111590
9/11/2018,111590,111610,111490,111520
9/11/2018,111530,111570,111520,111540
9/11/2018,111530,111530,111500,111510
9/11/2018,111510,111560,111500,111540
9/11/2018,111550,111580,111540,111570
9/11/2018,111570,111570,111460,111480
9/11/2018,111480,111500,111350,111400
9/11/2018,111400,111430,111330,111390
9/11/2018,111380,111480,111280,111410
9/11/2018,111420,111570,111400,111500
9/11/2018,111500,111510,111430,111460
9/11/2018,111460,111460,111400,111460
9/11/2018,111460,111520,111430,111430
9/11/2018,111430,111430,111360,111380
9/11/2018,111380,111410,111330,111390
9/11/2018,111370,111420,111270,111310
9/11/2018,111310,111360,111300,111330
9/11/2018,111320,111360,111290,111300
9/11/2018,111290,111370,111270,111360
9/11/2018,111360,111370,111180,111230
9/11/2018,111230,111240,111180,111190
9/11/2018,111180,111250,111170,111220
9/11/2018,111210,111260,111200,111200
9/11/2018,111200,111260,111190,111240
9/11/2018,111250,111350,111250,111300
9/11/2018,111300,111390,111290,111380
9/11/2018,111390,111410,111310,111310
9/11/2018,111320,111420,111310,111390
9/11/2018,111400,111410,111210,111210
9/11/2018,111220,111320,111090,111250
9/11/2018,111250,111280,111190,111200
9/11/2018,111200,111240,111180,111210
9/11/2018,111190,111220,111160,111220
9/11/2018,111210,111210,111170,111170
9/11/2018,111160,111170,111100,111140
9/11/2018,111130,111180,111120,111170
9/11/2018,111160,111340,111130,111330
9/11/2018,111330,111350,111280,111300
9/11/2018,111300,111320,111250,111260
9/11/2018,111260,111350,111240,111320
9/11/2018,111310,111350,111270,111320
9/11/2018,111320,111390,111320,111350
9/11/2018,111340,111480,111340,111470
9/11/2018,111470,111480,111390,111400
9/11/2018,111390,111400,111350,111360
9/11/2018,111350,111360,111250,111260
9/11/2018,111250,111320,111240,111300
9/11/2018,111290,111330,111250,111270
9/11/2018,111270,111300,111240,111280
9/11/2018,111280,111290,111220,111250
9/11/2018,111250,111300,111250,111300
9/11/2018,111300,111310,111230,111270
9/11/2018,111280,111340,111250,111330
9/11/2018,111330,111360,111290,111310
9/11/2018,111320,111380,111300,111360
9/11/2018,111360,111380,111320,111370
9/11/2018,111380,111420,111350,111350
9/11/2018,111350,111410,111340,111360
9/11/2018,111360,111360,110920,110960
9/11/2018,110970,111130,110950,111120
9/11/2018,111130,111150,111090,111130
9/11/2018,111140,111230,111110,111200
9/11/2018,111200,111230,111190,111230
9/11/2018,111220,111250,111170,111220
9/11/2018,111200,111230,111170,111210
9/11/2018,111220,111340,111210,111320
9/11/2018,111320,111370,111280,111350
9/11/2018,111360,111440,111340,111400
9/11/2018,111400,111490,111400,111470
9/11/2018,111470,111550,111440,111480
9/11/2018,111480,111490,111430,111460
9/11/2018,111460,111570,111460,111550
9/11/2018,111560,111610,111540,111600
9/11/2018,111600,111640,111580,111640
9/11/2018,111630,111650,111590,111640
9/11/2018,111640,111690,111630,111640
9/11/2018,111660,111710,111580,111620
9/11/2018,111630,111680,111580,111580
9/11/2018,111580,111620,111560,111590
9/11/2018,111580,111610,111530,111530
9/11/2018,111550,111550,111460,111530
9/11/2018,111510,111510,111510,111510
9/11/2018,111420,111700,111400,111620
9/11/2018,111620,111640,111530,111540
9/11/2018,111550,111590,111530,111560
9/11/2018,111550,111600,111530,111560
9/11/2018,111560,111570,111500,111530
9/11/2018,111530,111530,111450,111500
9/11/2018,111490,111550,111480,111500
9/11/2018,111510,111580,111510,111570
9/11/2018,111560,111570,111480,111490
9/11/2018,111480,111510,111400,111420
9/11/2018,111420,111450,111350,111430
9/11/2018,111420,111430,111390,111420
9/11/2018,111420,111470,111390,111420
9/11/2018,111420,111430,111380,111410
9/11/2018,111400,111490,111390,111450
9/11/2018,111450,111580,111440,111540
9/11/2018,111540,111540,111450,111470
9/11/2018,111500,111510,111450,111480
9/11/2018,111480,111480,111400,111410
9/11/2018,111410,111450,111400,111450
9/11/2018,111460,111500,111440,111480
9/11/2018,111480,111560,111480,111530
9/11/2018,111520,111550,111500,111520
9/11/2018,111520,111530,111410,111410
9/11/2018,111400,111420,111330,111410
9/11/2018,111400,111420,111330,111420
9/11/2018,111410,111460,111370,111430
9/11/2018,111430,111470,111410,111420
9/11/2018,111420,111470,111410,111470
9/11/2018,111480,111520,111460,111500
9/11/2018,111500,111660,111490,111610
9/11/2018,111620,111680,111620,111670
9/11/2018,111670,111770,111660,111720
9/11/2018,111720,111720,111610,111620
9/11/2018,111620,111630,111570,111580
9/11/2018,111570,111610,111520,111600
9/11/2018,111600,111680,111580,111640
9/11/2018,111640,111640,111490,111500
9/11/2018,111500,111580,111490,111510
9/11/2018,111520,111610,111490,111580
9/11/2018,111580,111580,111530,111540
9/11/2018,111550,111590,111480,111500
9/11/2018,111500,111530,111480,111500
9/11/2018,111500,111540,111460,111470
9/11/2018,111470,111500,111420,111490
9/11/2018,111480,111520,111450,111480
9/11/2018,111460,111460,111390,111400
9/11/2018,111410,111420,111340,111350
9/11/2018,111340,111360,111280,111290
9/11/2018,111270,111380,111250,111350
9/11/2018,111350,111450,111340,111440
9/11/2018,111430,111470,111370,111370
9/11/2018,111380,111450,111380,111440
9/11/2018,111440,111470,111440,111460
9/11/2018,111450,111460,111400,111430
9/11/2018,111420,111460,111390,111400
9/11/2018,111390,111470,111390,111390
9/11/2018,111380,111420,111360,111380
9/11/2018,111390,111410,111360,111390
9/11/2018,111380,111390,111310,111350
9/11/2018,111340,111410,111340,111360
9/11/2018,111370,111400,111370,111370
9/11/2018,111390,111430,111370,111420
9/11/2018,111420,111470,111390,111450
9/11/2018,111440,111500,111440,111440
9/11/2018,111430,111480,111400,111450
9/11/2018,111440,111470,111440,111450
9/11/2018,111450,111470,111390,111410
9/11/2018,111410,111430,111400,111430
9/11/2018,111420,111480,111410,111470
9/11/2018,111470,111540,111450,111480
9/11/2018,111490,111490,111460,111470
9/11/2018,111460,111500,111450,111500
9/11/2018,111510,111510,111420,111440
9/11/2018,111430,111490,111430,111490
9/11/2018,111480,111480,111440,111470
9/11/2018,111470,111470,111400,111410
9/11/2018,111420,111440,111400,111410
9/11/2018,111420,111470,111420,111440
9/11/2018,111430,111460,111430,111450
9/11/2018,111440,111520,111400,111420
9/11/2018,111430,111430,111350,111360
9/11/2018,111350,111350,111280,111310
9/11/2018,111330,111370,111310,111340
9/11/2018,111350,111380,111340,111370
9/11/2018,111370,111400,111340,111360
9/11/2018,111360,111360,111310,111320
9/11/2018,111340,111400,111340,111380
9/11/2018,111370,111380,111340,111350
9/11/2018,111350,111360,111320,111320
9/11/2018,111340,111370,111310,111370
9/11/2018,111370,111510,111370,111450
9/11/2018,111450,111470,111430,111430
9/11/2018,111440,111440,111390,111410
9/11/2018,111410,111440,111400,111420
9/11/2018,111410,111410,111330,111360
9/11/2018,111350,111360,111330,111350
